length,vowels,subdomain,paths,https,num_letter_ratio_path,num_letter_ratio_domain,special_char,domain_length,sensitive_keywords,suspicious_tld,rand_numstring,hyphens,domain_age,status
47,0.6153846153846154,1,0,1,0.0,0.9487179487179487,5,39,0,0,0,0,0,0
42,0.4166666666666667,1,0,0,0.0,0.9090909090909091,8,22,0,0,0,1,0,1
107,0.4576271186440678,0,1,0,0.0,0.9411764705882353,21,17,0,0,0,5,0,0
61,0.4411764705882353,2,2,0,0.0,0.7857142857142857,12,14,1,0,0,0,0,0
118,0.6206896551724138,1,1,0,7.222222222222222,0.9259259259259259,15,27,0,0,1,6,0,1
29,0.5,0,0,1,0.0,0.9333333333333333,5,15,1,0,0,0,0,0
50,0.39285714285714285,1,1,0,6.666666666666667,0.8823529411764706,8,17,0,0,0,0,0,0
46,0.4074074074074074,2,0,1,0.0,0.8571428571428571,8,21,0,0,0,0,0,0
52,0.5172413793103449,1,0,1,0.0,0.9090909090909091,8,22,0,0,0,1,0,1
51,0.3548387096774194,1,0,0,0.0,0.8888888888888888,9,18,0,0,0,1,0,1
29,0.2777777777777778,1,0,1,0.0,0.9,6,20,0,0,0,0,0,1
27,0.23529411764705882,1,0,1,0.0,0.8888888888888888,6,18,0,0,0,0,0,1
49,0.4482758620689655,1,0,0,0.0,0.92,7,25,0,0,0,0,0,1
81,0.5384615384615384,1,1,0,4.125,0.92,13,25,0,0,0,3,0,1
46,0.6521739130434783,0,0,0,0.0,0.8823529411764706,8,17,0,0,0,2,0,0
40,0.5714285714285714,0,1,0,0.0,0.9375,7,16,0,0,0,0,0,0
44,0.3076923076923077,2,1,0,12.0,0.8571428571428571,9,21,0,0,0,0,0,1
34,0.4,1,0,1,0.0,0.92,6,25,0,0,0,0,0,1
36,0.4117647058823529,0,0,0,0.5,0.9444444444444444,6,18,0,0,1,0,0,1
63,0.3870967741935484,1,1,0,0.0,0.8947368421052632,12,19,0,0,1,0,0,1
71,0.2727272727272727,1,1,0,0.0,0.5,9,46,0,0,0,1,0,0
55,0.4838709677419355,1,1,0,0.0,0.9,9,20,0,0,0,1,0,1
34,0.5882352941176471,1,0,1,0.0,0.88,7,25,0,0,0,1,0,0
68,0.6111111111111112,1,0,0,0.0,0.9333333333333333,10,30,0,0,0,3,0,1
127,0.45901639344262296,3,0,0,0.8888888888888888,0.9,19,50,1,0,2,3,0,0
37,0.34782608695652173,1,0,0,0.0,0.8888888888888888,6,18,0,0,0,0,0,0
29,0.2222222222222222,1,0,0,0.0,0.8823529411764706,7,17,0,0,0,0,0,1
163,0.34444444444444444,4,1,0,4.45,0.717948717948718,16,39,0,0,2,0,0,0
45,0.39285714285714285,1,0,1,0.0,0.9444444444444444,6,36,0,0,0,0,0,1
50,0.41379310344827586,1,0,0,0.0,0.8666666666666667,9,15,0,0,0,3,0,1
91,0.5681818181818182,1,0,0,8.5,0.875,16,16,0,0,0,7,0,1
99,0.5471698113207547,0,1,1,21.333333333333332,0.9285714285714286,14,14,1,0,0,1,0,0
38,0.3181818181818182,3,0,0,0.0,0.8333333333333334,9,30,0,0,0,1,0,0
118,0.4666666666666667,1,1,1,0.0,0.875,19,16,0,0,1,0,0,0
31,0.4117647058823529,0,0,0,0.0,0.9,7,10,0,0,0,0,0,0
41,0.65,1,0,1,0.0,0.875,8,16,0,0,0,1,0,1
43,0.3076923076923077,1,0,1,0.0,0.8666666666666667,8,15,0,0,0,0,0,1
42,0.5555555555555556,1,1,0,2.4,0.8571428571428571,9,14,0,0,1,0,0,1
132,0.43209876543209874,1,1,1,0.0,0.875,12,16,0,0,0,2,0,0
25,0.2,2,0,0,0.0,0.8235294117647058,7,17,0,0,0,0,0,1
34,0.45,0,0,0,0.0,0.9523809523809523,5,21,0,0,0,0,0,1
38,0.28,1,0,1,0.0,0.9310344827586207,6,29,0,0,0,0,0,1
166,0.16521739130434782,1,0,0,5.041666666666667,0.8181818181818182,8,11,0,0,0,1,0,0
124,0.5142857142857142,0,1,0,0.0,0.9411764705882353,18,17,0,0,0,1,0,0
64,0.39285714285714285,3,1,1,0.0,0.4857142857142857,11,35,0,0,1,0,0,0
29,0.5,0,0,0,0.0,0.9411764705882353,5,17,0,0,0,0,0,0
72,0.46875,1,1,1,2.230769230769231,0.8666666666666667,12,15,0,0,1,1,0,1
32,0.3333333333333333,0,0,1,0.0,0.875,7,8,0,0,0,0,0,0
35,0.6470588235294118,1,0,0,0.0,0.875,7,16,0,0,0,0,0,0
135,0.38095238095238093,1,1,0,0.0,0.92,24,25,0,0,2,1,0,0
46,0.25,1,2,0,18.0,0.8666666666666667,10,15,0,0,0,0,0,0
37,0.3181818181818182,2,0,0,0.0,0.8695652173913043,8,23,0,0,0,0,0,0
213,0.3486238532110092,1,0,1,0.0,0.8571428571428571,41,14,1,0,1,4,0,0
42,0.5416666666666666,1,0,1,0.0,0.9411764705882353,5,34,0,0,0,0,0,0
39,0.45454545454545453,1,0,1,0.0,0.875,7,16,0,0,0,0,0,0
73,0.46511627906976744,1,1,0,0.0,0.9230769230769231,10,26,0,0,0,2,0,1
47,0.48,2,0,1,0.0,0.8235294117647058,10,17,0,0,0,0,0,0
66,0.43243243243243246,1,0,1,0.0,0.8888888888888888,13,18,0,0,0,6,0,1
60,0.40625,1,0,0,6.0,0.8461538461538461,10,13,0,0,1,1,0,1
49,0.5185185185185185,1,0,0,0.0,0.8888888888888888,8,18,0,0,0,1,0,1
25,0.26666666666666666,1,0,0,0.0,0.8823529411764706,6,17,0,0,0,0,0,1
74,0.4523809523809524,1,1,0,0.0,0.9354838709677419,13,31,2,0,0,2,0,0
50,0.7083333333333334,1,0,1,0.0,0.875,9,16,0,0,0,2,0,1
19,0.15384615384615385,0,0,0,0.0,0.9166666666666666,4,12,0,0,0,0,0,1
45,0.38461538461538464,2,1,1,0.0,0.875,9,24,0,0,0,0,0,0
71,0.5675675675675675,1,0,1,0.0,0.8666666666666667,13,15,0,0,0,0,0,1
45,0.6666666666666666,1,0,0,0.0,0.8888888888888888,10,18,0,0,0,2,0,1
41,0.391304347826087,1,0,0,0.0,0.8695652173913043,9,23,0,0,0,1,0,0
40,0.4166666666666667,1,0,0,0.0,0.9090909090909091,6,22,0,0,0,0,0,1
144,0.2857142857142857,1,1,0,11.625,0.90625,9,32,1,0,0,2,0,0
45,0.4,1,0,1,0.0,0.8823529411764706,10,17,0,0,0,3,0,1
37,0.38095238095238093,1,0,1,0.0,0.8333333333333334,8,12,0,0,0,0,0,1
51,0.4827586206896552,1,1,1,0.0,0.8823529411764706,8,17,0,0,0,0,0,1
78,0.6153846153846154,1,1,0,0.0,0.875,15,16,0,0,0,1,0,0
102,0.4406779661016949,1,1,0,61.0,0.8695652173913043,16,23,0,0,0,2,0,0
63,0.42105263157894735,0,1,0,0.0,0.9166666666666666,9,12,0,0,0,0,0,1
126,0.5636363636363636,3,0,0,0.7,0.9,18,50,1,0,2,3,0,0
61,0.34375,1,1,0,4.142857142857143,0.8333333333333334,11,12,0,0,1,4,0,1
66,0.42424242424242425,1,1,0,4.666666666666667,0.8823529411764706,13,17,0,0,0,1,0,1
67,0.5,1,1,1,0.0,0.8947368421052632,10,19,1,0,0,3,0,0
26,0.1875,1,0,1,0.0,0.8571428571428571,7,14,0,0,0,0,0,1
20,0.4,1,0,0,0.0,0.8333333333333334,6,12,0,0,0,0,0,1
21,0.14285714285714285,0,0,0,0.0,0.8333333333333334,5,6,0,0,0,0,0,1
52,0.48148148148148145,1,0,0,0.0,0.875,12,16,0,0,0,5,0,1
72,0.4864864864864865,1,0,0,5.0,0.9130434782608695,11,23,0,0,1,4,0,1
28,0.4666666666666667,1,0,0,0.0,0.9,6,20,0,0,0,0,0,1
132,0.45,1,1,1,0.0,0.875,12,16,0,0,0,2,0,0
210,0.3826086956521739,1,0,1,0.0,0.8571428571428571,37,14,0,0,0,1,0,0
71,0.4523809523809524,1,1,0,0.0,0.9090909090909091,10,22,0,0,0,2,0,1
44,0.48,0,1,0,0.0,0.9523809523809523,7,21,0,0,0,0,0,0
42,0.5652173913043478,1,0,0,0.0,0.9,6,20,0,0,0,0,0,1
35,0.3333333333333333,2,0,0,1.0,0.8181818181818182,8,22,0,0,0,0,0,1
41,0.42857142857142855,2,0,1,7.0,0.8181818181818182,10,22,0,0,0,1,0,0
35,0.47058823529411764,1,0,0,0.0,0.9,10,20,0,0,0,2,0,0
28,0.35294117647058826,1,0,0,0.0,0.9047619047619048,5,21,0,0,0,0,0,0
58,0.6551724137931034,1,0,0,0.0,0.8888888888888888,10,18,0,0,0,3,0,1
40,0.4782608695652174,1,0,0,0.0,0.92,6,25,0,0,0,0,0,1
32,0.5294117647058824,1,0,0,0.0,0.9166666666666666,6,24,0,0,0,0,0,1
47,0.4444444444444444,1,1,1,0.0,0.8571428571428571,8,14,0,0,0,0,0,0
67,0.38095238095238093,1,1,0,0.0,0.9285714285714286,9,28,0,0,0,0,0,1
91,0.38,1,1,0,17.333333333333332,0.8666666666666667,19,15,0,0,0,10,0,1
125,0.5967741935483871,0,0,0,11.428571428571429,0.9375,19,16,0,0,0,10,0,1
40,0.4782608695652174,0,0,0,0.0,0.9285714285714286,6,14,0,0,0,0,0,1
28,0.4666666666666667,1,0,1,0.0,0.8947368421052632,6,19,0,0,0,0,0,0
26,0.3333333333333333,1,0,1,0.0,0.8823529411764706,6,17,0,0,0,0,0,1
84,0.675,2,1,0,0.0,0.8461538461538461,17,26,0,0,0,3,0,0
98,0.3181818181818182,0,0,0,1.3,0.8333333333333334,10,18,0,0,1,2,0,0
55,0.6,0,2,0,0.0,0.8888888888888888,15,9,2,0,0,1,0,0
24,0.13333333333333333,2,0,1,0.0,0.8,7,15,0,0,0,0,0,1
100,0.42105263157894735,1,1,0,0.0,0.8571428571428571,19,14,1,0,0,3,0,0
23,0.46153846153846156,0,0,0,0.0,0.9375,4,16,0,0,0,0,0,1
37,0.5,2,0,1,0.0,0.8928571428571429,7,28,0,0,0,0,0,1
39,0.4090909090909091,0,0,0,0.0,0.9166666666666666,8,12,0,0,0,0,0,0
74,0.5135135135135135,1,2,0,14.666666666666666,0.6666666666666666,13,12,0,0,0,2,0,0
71,0.4594594594594595,1,0,1,9.25,0.8571428571428571,13,14,0,0,0,3,0,1
63,0.39473684210526316,0,1,0,0.0,0.9523809523809523,10,21,0,0,0,2,0,1
32,0.4444444444444444,1,0,0,0.0,0.88,5,25,0,0,0,0,0,0
53,0.4666666666666667,1,1,0,0.0,0.8888888888888888,9,18,0,0,0,2,0,1
36,0.4,1,0,0,0.0,0.8275862068965517,6,29,0,0,0,1,0,0
39,0.3181818181818182,1,0,1,0.0,0.8,8,20,0,0,0,0,0,0
26,0.35714285714285715,1,0,1,0.0,0.8235294117647058,7,17,0,0,0,1,0,0
121,0.35384615384615387,1,1,0,0.0,0.8461538461538461,31,13,2,0,0,1,0,0
40,0.2962962962962963,1,0,0,0.0,0.9393939393939394,5,33,0,0,0,0,0,1
21,0.4166666666666667,0,0,0,0.0,0.9285714285714286,4,14,0,0,0,0,0,1
55,0.2777777777777778,1,1,0,0.0,0.8888888888888888,8,27,0,0,0,1,0,1
19,0.0,2,0,0,0.0,0.0,7,11,0,0,0,0,0,0
58,0.32432432432432434,1,1,0,0.0,0.9090909090909091,9,22,0,0,0,1,0,1
19,0.2727272727272727,0,0,1,0.0,0.9,5,10,0,0,0,0,0,1
32,0.17647058823529413,2,0,0,0.0,0.6666666666666666,8,24,0,0,0,1,0,0
51,0.4,1,1,0,0.0,0.9130434782608695,9,23,0,0,0,0,0,1
92,0.5319148936170213,1,0,0,4.375,0.9166666666666666,12,36,0,0,0,4,0,0
35,0.38095238095238093,0,0,0,0.0,0.9230769230769231,6,13,0,0,0,0,0,1
36,0.36363636363636365,1,0,1,0.0,0.9259259259259259,6,27,0,0,0,0,0,1
24,0.2,1,0,0,0.0,0.875,6,16,0,0,0,0,0,0
128,0.35714285714285715,0,0,0,3.347826086956522,0.9333333333333333,10,15,2,0,0,1,0,0
32,0.4444444444444444,1,0,0,0.0,0.88,6,25,0,0,0,1,0,0
22,0.5,0,0,0,0.0,0.9333333333333333,4,15,0,0,0,0,0,1
27,0.16666666666666666,1,0,0,0.0,0.8823529411764706,6,17,0,0,0,0,0,0
61,0.36666666666666664,1,0,1,0.8571428571428571,0.9047619047619048,11,21,0,0,1,0,0,1
25,0.38461538461538464,1,0,1,0.0,0.8461538461538461,7,13,0,0,0,0,0,1
39,0.5238095238095238,1,0,0,0.0,0.9032258064516129,7,31,0,0,0,1,0,0
29,0.375,1,0,0,0.0,0.8181818181818182,5,22,0,0,0,0,0,0
62,0.41935483870967744,0,1,0,4.333333333333333,0.9333333333333333,12,15,0,0,0,3,0,1
56,0.3939393939393939,1,1,1,0.0,0.8461538461538461,10,13,0,0,0,2,0,1
35,0.75,1,0,1,0.0,0.875,7,16,0,0,0,0,0,1
37,0.47368421052631576,1,0,0,0.0,0.8275862068965517,6,29,0,0,0,0,0,0
56,0.39285714285714285,3,1,0,0.0,0.6923076923076923,11,39,0,0,1,2,0,0
23,0.38461538461538464,1,0,1,0.0,0.8666666666666667,5,15,0,0,0,0,0,0
18,0.09090909090909091,0,0,1,4.0,0.75,5,4,0,0,0,0,0,0
53,0.5333333333333333,1,0,0,0.0,0.9090909090909091,7,22,0,0,0,1,0,1
59,0.4117647058823529,1,1,0,0.0,0.8,11,10,0,0,0,1,0,0
107,0.5384615384615384,1,1,0,0.0,0.9285714285714286,15,28,0,0,1,1,0,0
162,0.38028169014084506,0,1,0,0.0,0.9090909090909091,21,11,1,0,4,4,0,0
55,0.15151515151515152,1,1,1,7.333333333333333,0.8461538461538461,14,13,0,0,0,2,0,0
46,0.45454545454545453,1,0,0,0.0,0.8695652173913043,10,23,0,0,0,1,0,0
25,0.3,2,0,1,0.0,0.5,7,16,0,0,1,0,0,1
24,0.2,1,0,1,0.0,0.8666666666666667,6,15,0,0,0,0,0,1
44,0.5,1,0,1,0.0,0.9444444444444444,5,36,0,0,0,0,0,1
72,0.5609756097560976,1,0,0,0.0,0.9444444444444444,8,36,0,0,0,1,0,1
29,0.5,0,0,0,0.0,0.9285714285714286,5,14,0,0,0,0,0,0
56,0.3142857142857143,1,1,0,0.0,0.9090909090909091,10,22,0,0,0,2,0,1
108,0.41509433962264153,1,1,1,2.4615384615384617,0.9130434782608695,20,23,0,0,1,2,0,0
58,0.3939393939393939,1,0,1,0.0,0.8235294117647058,9,34,0,0,0,1,0,0
39,0.391304347826087,0,1,0,0.0,0.95,7,20,0,0,0,0,0,0
24,0.23076923076923078,1,0,1,0.0,0.7333333333333333,7,15,0,0,0,1,0,1
19,0.1111111111111111,1,0,0,0.0,0.5454545454545454,6,11,0,0,0,0,0,0
35,0.42857142857142855,1,0,0,0.0,0.9285714285714286,5,28,0,0,0,0,0,0
34,0.3,1,0,0,0.0,0.8571428571428571,8,14,0,0,0,1,0,1
24,0.2857142857142857,1,0,1,0.0,0.8666666666666667,6,15,0,0,0,0,0,1
86,0.4186046511627907,0,0,0,6.285714285714286,0.9285714285714286,18,14,0,0,1,12,0,1
55,0.36363636363636365,1,0,0,0.0,0.8666666666666667,10,15,0,0,0,2,0,1
24,0.2857142857142857,1,0,1,0.0,0.8666666666666667,6,15,0,0,0,0,0,1
46,0.4074074074074074,1,1,0,0.0,0.875,8,16,0,0,0,0,0,0
57,0.5161290322580645,1,1,0,0.0,0.9130434782608695,10,23,0,0,0,3,0,1
26,0.7272727272727273,1,0,1,0.0,0.8235294117647058,7,17,0,0,0,1,0,1
74,0.5405405405405406,2,0,0,3.0,0.8974358974358975,11,39,1,0,1,3,0,0
80,0.5652173913043478,1,0,0,0.0,0.9444444444444444,8,72,0,0,0,2,0,0
53,0.6,1,0,1,0.0,0.9555555555555556,5,45,1,0,0,0,0,0
127,0.6607142857142857,3,0,1,1.4285714285714286,0.9,18,50,1,0,0,3,0,0
53,0.6296296296296297,1,0,0,0.0,0.8823529411764706,9,17,0,0,0,2,0,1
79,0.3170731707317073,1,1,1,3.8,0.8461538461538461,15,13,1,0,0,1,0,0
38,0.391304347826087,1,0,1,0.0,0.9310344827586207,6,29,0,0,0,0,0,1
19,0.08333333333333333,1,0,0,0.0,0.8181818181818182,6,11,0,0,0,0,0,1
41,0.32,1,0,1,7.0,0.9130434782608695,7,23,0,0,0,0,0,0
45,0.6818181818181818,1,0,1,0.0,0.875,8,16,0,0,0,1,0,1
64,0.6538461538461539,1,0,1,2.6666666666666665,0.875,12,16,0,0,1,3,0,1
34,0.47368421052631576,1,0,0,0.0,0.9230769230769231,6,26,0,0,0,0,0,1
62,0.2894736842105263,1,1,0,0.0,0.7857142857142857,13,14,0,0,0,4,0,1
45,0.5,1,0,0,5.0,0.9310344827586207,8,29,0,0,0,0,0,0
32,0.42105263157894735,1,0,0,0.0,0.92,5,25,0,0,0,0,0,0
70,0.47058823529411764,1,1,0,2.4,0.8292682926829268,15,41,2,0,1,6,0,0
53,0.41379310344827586,1,0,0,12.0,0.8666666666666667,10,15,0,0,0,3,0,1
65,0.6060606060606061,1,0,0,0.0,0.875,12,16,1,0,0,1,0,0
22,0.23076923076923078,1,0,1,0.0,0.8461538461538461,6,13,0,0,0,0,0,1
44,0.4230769230769231,1,1,0,0.0,0.92,7,25,0,0,0,0,0,1
51,0.3793103448275862,0,1,0,0.0,0.9,11,10,0,0,0,1,0,0
226,0.35064935064935066,1,1,0,1.0,0.7142857142857143,16,21,1,0,6,1,0,0
58,0.5,2,0,0,31.0,0.7692307692307693,12,13,0,0,0,0,0,1
118,0.52,3,0,1,0.5454545454545454,0.9047619047619048,18,42,1,0,2,2,0,0
23,0.3076923076923077,1,0,1,0.0,0.8571428571428571,6,14,0,0,0,0,0,1
106,0.5098039215686274,1,1,0,16.5,0.9259259259259259,18,27,0,0,1,1,0,0
26,0.3333333333333333,1,0,0,0.0,0.8888888888888888,6,18,0,0,0,0,0,1
45,0.391304347826087,3,0,1,0.0,0.75,10,36,0,0,0,2,0,0
50,0.3448275862068966,2,0,0,0.0,0.8333333333333334,10,42,0,0,0,3,0,0
56,0.40625,1,0,0,0.0,0.85,11,20,0,0,0,1,0,0
26,0.3333333333333333,1,0,1,0.0,0.8666666666666667,6,15,0,0,0,0,0,1
257,0.21511627906976744,0,3,1,4.8,0.9090909090909091,13,11,0,0,0,0,0,0
106,0.4482758620689655,1,1,0,12.0,0.9090909090909091,17,22,1,0,1,1,0,0
67,0.5405405405405406,1,0,0,0.0,0.8666666666666667,10,15,0,0,0,1,0,0
69,0.4864864864864865,1,0,0,0.0,0.8571428571428571,14,14,0,0,0,7,0,1
73,0.5555555555555556,3,0,1,0.0,0.7804878048780488,14,41,0,0,0,2,0,0
68,0.5135135135135135,0,0,0,0.0,0.9411764705882353,12,17,2,0,0,3,0,1
32,0.2857142857142857,0,0,1,0.0,0.9565217391304348,5,23,0,0,0,0,0,0
112,0.5081967213114754,1,1,0,38.5,0.8461538461538461,18,13,0,0,0,6,0,1
119,0.639344262295082,1,1,0,0.0,0.8181818181818182,19,11,0,0,0,9,0,1
35,0.5789473684210527,1,0,0,0.0,0.9285714285714286,5,28,0,0,0,0,0,1
55,0.3235294117647059,1,1,1,0.0,0.9333333333333333,10,30,0,0,0,1,0,0
69,0.375,1,1,0,0.0,0.8181818181818182,14,11,0,0,0,2,0,1
28,0.4666666666666667,1,0,0,0.0,0.9,6,20,0,0,0,0,0,0
31,0.25,1,0,1,0.0,0.9090909090909091,6,22,0,0,0,0,0,1
189,0.5421686746987951,5,0,0,10.0,0.7647058823529411,24,51,2,0,2,3,0,0
69,0.5,1,0,1,4.166666666666667,0.8181818181818182,13,22,0,0,1,3,0,0
55,0.4482758620689655,3,1,1,0.0,0.6923076923076923,9,26,0,0,0,0,0,0
103,0.42592592592592593,1,1,0,8.428571428571429,0.875,19,16,0,0,0,11,0,1
31,0.47058823529411764,1,0,0,0.0,0.9130434782608695,6,23,0,0,0,0,0,1
129,0.5818181818181818,4,0,0,0.7,0.8888888888888888,20,54,1,0,2,3,0,0
36,0.35,1,1,1,0.0,0.9166666666666666,9,24,0,0,0,0,0,0
33,0.5,0,0,0,0.0,0.9545454545454546,6,22,0,0,0,0,0,0
88,0.5869565217391305,1,1,0,0.0,0.9285714285714286,15,28,0,0,0,4,0,0
40,0.5238095238095238,1,0,1,0.0,0.875,8,16,0,0,0,0,0,0
28,0.375,1,0,1,0.0,0.8947368421052632,6,19,0,0,0,0,0,1
73,0.30952380952380953,0,1,0,8.5,0.8947368421052632,14,19,0,0,0,3,0,0
32,0.3684210526315789,1,0,0,0.0,0.9166666666666666,6,24,0,0,0,0,0,1
40,0.32,1,0,1,0.0,0.8823529411764706,7,17,0,0,0,0,0,1
44,0.5652173913043478,1,0,0,0.0,0.9,8,20,1,0,0,0,0,0
102,0.39622641509433965,2,1,1,0.0,0.796875,17,64,0,0,0,3,0,0
81,0.40540540540540543,1,0,0,1.0952380952380953,0.9259259259259259,8,27,0,0,1,0,0,0
154,0.4810126582278481,1,0,1,9.5,0.78125,23,32,0,0,0,4,0,0
25,0.35714285714285715,1,0,0,0.0,0.8823529411764706,6,17,0,0,0,0,0,1
61,0.4166666666666667,1,0,1,0.0,0.875,10,16,0,0,0,3,0,1
51,0.5185185185185185,5,0,1,0.0,0.8571428571428571,10,42,0,0,0,0,0,0
45,0.32142857142857145,0,0,1,11.0,0.9545454545454546,7,22,0,0,0,1,0,0
64,0.42857142857142855,1,0,0,0.0,0.8666666666666667,14,15,0,0,0,7,0,1
46,0.375,1,0,0,1.25,0.8888888888888888,9,27,0,0,0,1,0,0
125,0.5423728813559322,3,0,1,1.4285714285714286,0.9,18,50,1,0,0,3,0,0
34,0.2727272727272727,1,0,1,0.0,0.92,6,25,0,0,0,0,0,1
130,0.345679012345679,1,0,1,36.0,0.896551724137931,18,29,0,0,0,4,0,0
124,0.54,4,0,1,0.3076923076923077,0.8913043478260869,19,46,1,0,3,2,0,0
22,0.6,1,0,1,0.0,0.8461538461538461,6,13,0,0,0,0,0,0
46,0.5833333333333334,1,0,0,0.0,0.8571428571428571,8,14,0,0,0,0,0,0
71,0.5526315789473685,1,0,0,0.0,0.875,12,16,0,0,0,2,0,1
40,0.36363636363636365,0,0,1,2.5,0.9523809523809523,8,21,0,0,0,0,0,0
64,0.36666666666666664,1,1,1,0.0,0.8571428571428571,10,14,0,0,1,0,0,1
33,0.8,0,0,0,0.0,0.9047619047619048,6,21,0,0,0,1,0,0
25,0.2857142857142857,0,0,0,0.0,0.8888888888888888,7,9,0,0,0,0,0,0
19,0.3333333333333333,1,0,0,0.0,0.7272727272727273,7,11,0,0,0,1,0,0
62,0.45714285714285713,1,0,1,0.0,0.8181818181818182,11,11,1,0,0,2,0,1
61,0.34375,1,1,1,0.0,0.9047619047619048,12,21,0,0,0,3,0,1
48,0.48148148148148145,2,1,0,0.0,0.90625,8,32,0,0,0,0,0,0
59,0.3333333333333333,1,0,1,15.0,0.8666666666666667,9,15,0,0,0,0,0,1
67,0.5172413793103449,1,1,0,1.5833333333333333,0.9130434782608695,11,23,0,0,1,0,0,0
23,0.2857142857142857,1,0,0,0.0,0.875,5,16,0,0,0,0,0,0
39,0.4090909090909091,3,0,0,0.0,0.8709677419354839,8,31,0,0,0,0,0,0
34,0.21739130434782608,1,0,1,0.0,0.92,6,25,0,0,0,0,0,1
74,0.5238095238095238,1,1,1,0.0,0.9130434782608695,10,23,0,0,0,2,0,1
37,0.35294117647058826,1,0,1,0.0,0.6,6,25,0,0,1,0,0,0
64,0.3055555555555556,3,1,0,0.0,0.7435897435897436,13,39,0,0,0,3,0,0
49,0.41379310344827586,0,1,0,0.0,0.96,8,25,0,0,0,0,0,0
227,0.5111111111111111,1,1,1,0.0,0.9090909090909091,19,22,1,0,8,1,0,0
22,0.4166666666666667,0,0,0,0.0,0.9285714285714286,5,14,1,0,0,0,0,0
57,0.5151515151515151,1,0,0,0.0,0.9428571428571428,7,35,0,0,0,0,0,1
60,0.4117647058823529,1,1,0,0.0,0.8333333333333334,12,12,0,0,0,1,0,0
77,0.375,1,1,1,0.56,0.9259259259259259,8,27,0,0,3,0,0,0
94,0.4166666666666667,1,0,1,4.555555555555555,0.9166666666666666,17,24,0,0,0,7,0,1
131,0.417910447761194,0,1,1,2.0,0.9565217391304348,13,23,0,0,0,1,0,0
26,0.42857142857142855,0,0,0,0.0,0.9333333333333333,6,15,0,0,0,0,0,0
53,0.5714285714285714,1,0,0,0.0,0.8571428571428571,9,14,0,0,0,2,0,1
43,0.43478260869565216,1,0,0,0.0,0.9047619047619048,10,21,0,0,0,1,0,0
55,0.6071428571428571,2,0,0,0.0,0.875,10,24,0,0,0,1,0,1
62,0.5428571428571428,2,0,0,0.0,0.9090909090909091,6,55,2,0,0,0,0,0
59,0.3870967741935484,1,0,1,7.0,0.8333333333333334,12,12,0,0,0,3,0,1
76,0.6,3,0,0,0.7,0.9,10,50,1,0,1,1,0,0
27,0.4,1,0,0,0.0,0.85,6,20,0,0,0,1,0,1
155,0.35185185185185186,0,0,1,0.6153846153846154,0.9285714285714286,21,14,0,0,4,5,0,0
49,0.5833333333333334,2,1,1,0.0,0.8095238095238095,11,21,1,0,0,1,0,0
86,0.5319148936170213,1,0,1,0.0,0.8461538461538461,12,26,0,0,0,3,0,0
18,0.2,1,0,0,0.0,0.8,6,10,0,0,0,0,0,1
41,0.4583333333333333,1,0,0,0.0,0.9393939393939394,6,33,0,0,0,0,0,1
62,0.7931034482758621,0,0,1,0.0,0.9166666666666666,10,12,0,0,0,0,0,1
57,0.3548387096774194,0,0,0,0.0,0.9444444444444444,9,18,0,0,0,0,0,0
415,0.13782051282051283,1,0,0,6.627450980392157,0.8125,8,16,0,0,0,1,0,0
43,0.3333333333333333,1,1,0,9.0,0.8333333333333334,9,12,0,0,0,0,0,1
37,0.38095238095238093,2,0,1,0.0,0.8275862068965517,7,29,0,0,0,1,0,0
26,0.46153846153846156,1,0,1,0.0,0.8235294117647058,7,17,0,0,0,1,0,0
46,0.4230769230769231,1,1,0,0.0,0.8095238095238095,9,21,0,0,0,2,0,0
44,0.5217391304347826,1,1,0,0.0,0.8620689655172413,7,29,0,0,0,0,0,0
38,0.2608695652173913,1,1,0,0.0,0.8181818181818182,9,11,0,0,0,0,0,0
95,0.6078431372549019,0,0,0,0.0,0.9545454545454546,13,22,1,0,0,2,0,0
66,0.2619047619047619,3,1,1,0.0,0.8285714285714286,11,35,0,0,0,1,0,0
29,0.4375,1,0,1,0.0,0.8666666666666667,6,15,0,0,0,0,0,0
26,0.3333333333333333,1,0,0,0.0,0.8888888888888888,6,18,0,0,0,0,0,1
20,0.16666666666666666,1,0,0,0.0,0.8333333333333334,6,12,0,0,0,0,0,1
38,0.4090909090909091,1,0,1,0.0,0.8823529411764706,7,17,0,0,0,1,0,1
22,0.4166666666666667,0,0,0,0.0,0.9285714285714286,5,14,0,0,0,0,0,0
23,0.21428571428571427,1,0,1,0.0,0.8571428571428571,6,14,0,0,0,0,0,1
41,0.38095238095238093,1,0,0,0.0,0.7575757575757576,8,33,0,0,0,2,0,0
39,0.35,0,0,0,1.0,0.8636363636363636,8,22,0,0,0,2,0,0
27,0.4,1,0,1,0.0,0.8888888888888888,6,18,0,0,0,0,0,1
64,0.4117647058823529,3,1,0,0.0,0.75,13,36,0,0,0,2,0,0
108,0.42857142857142855,1,0,1,0.7045454545454546,0.875,14,16,0,0,0,4,0,0
38,0.391304347826087,1,0,1,0.0,0.9310344827586207,6,29,0,0,0,0,0,1
37,0.42857142857142855,1,0,0,0.0,0.896551724137931,7,29,0,0,0,1,0,1
101,0.6415094339622641,0,1,1,0.0,0.8333333333333334,14,6,0,0,0,0,0,0
33,0.35,1,0,1,0.0,0.9166666666666666,6,24,0,0,0,0,0,1
